graph_id,graph_label
116_10,8
116_11,8
116_12,5
116_13,2
116_14,4
116_15,4
116_16,3
116_17,0
116_18,0
116_19,0
117_0,10
117_1,9
117_2,11
117_3,9
117_4,9
117_5,6
117_6,6
117_7,6
117_8,0
117_9,9
117_10,0
117_11,2
117_12,6
117_13,4
117_14,1
117_15,3
117_16,0
117_17,2
117_18,1
117_19,0
118_0,19
118_1,10
118_2,9
118_3,15
118_4,6
118_5,6
118_6,13
118_7,11
118_8,7
118_9,1
118_10,1
118_11,1
118_12,3
118_13,5
118_14,2
118_15,3
118_16,2
118_17,0
118_18,0
118_19,0
119_0,16
119_1,14
119_2,4
119_3,3
119_4,0
119_5,3
119_6,2
119_7,12
119_8,2
119_9,5
119_10,8
119_11,2
119_12,6
119_13,6
119_14,0
119_15,1
119_16,2
119_17,1
119_18,1
119_19,0
120_0,0
120_1,3
120_2,3
120_3,2
120_4,15
120_5,7
120_6,11
120_7,6
120_8,10
120_9,9
120_10,7
120_11,4
120_12,5
120_13,5
120_14,2
120_15,2
120_16,0
120_17,1
120_18,0
120_19,0
121_0,14
121_1,12
121_2,2
121_3,9
121_4,7
121_5,7
121_6,12
121_7,7
121_8,3
121_9,2
121_10,7
121_11,6
121_12,0
121_13,0
121_14,3
121_15,2
121_16,2
121_17,2
121_18,0
121_19,0
122_0,18
122_1,16
122_2,7
122_3,1
122_4,15
122_5,2
122_6,11
122_7,5
122_8,7
122_9,7
122_10,7
122_11,6
122_12,5
122_13,2
122_14,1
122_15,1
122_16,1
122_17,1
122_18,1
122_19,0
123_0,9
123_1,7
123_2,4
123_3,7
123_4,1
123_5,13
123_6,1
123_7,10
123_8,9
123_9,8
123_10,8
123_11,8
123_12,7
123_13,6
123_14,1
123_15,1
123_16,1
123_17,2
123_18,1
123_19,0
124_0,10
124_1,17
124_2,16
124_3,12
124_4,11
124_5,0
124_6,10
124_7,1
124_8,2
124_9,10
124_10,9
124_11,3
124_12,2
124_13,1
124_14,0
124_15,1
124_16,1
124_17,2
124_18,0
124_19,0
125_0,0
125_1,3
125_2,0
125_3,8
125_4,9
125_5,10
125_6,9
125_7,11
125_8,9
125_9,10
125_10,9
125_11,7
125_12,5
125_13,0
125_14,1
125_15,3
125_16,0
125_17,0
125_18,1
125_19,0
126_0,14
126_1,5
126_2,7
126_3,6
126_4,5
126_5,7
126_6,1
126_7,3
126_8,0
126_9,0
126_10,9
126_11,6
126_12,3
126_13,1
126_14,2
126_15,2
126_16,1
126_17,0
126_18,1
126_19,0
127_0,19
127_1,9
127_2,8
127_3,8
127_4,8
127_5,1
127_6,6
127_7,10
127_8,11
127_9,10
127_10,9
127_11,8
127_12,3
127_13,0
127_14,2
127_15,3
127_16,0
127_17,0
127_18,1
127_19,0
128_0,2
128_1,3
128_2,17
128_3,12
128_4,11
128_5,3
128_6,4
128_7,12
128_8,11
128_9,9
128_10,9
128_11,0
128_12,0
128_13,2
128_14,2
128_15,0
128_16,1
128_17,1
128_18,1
128_19,0
129_0,3
129_1,0
129_2,15
129_3,4
129_4,2
129_5,7
129_6,13
129_7,11
129_8,11
129_9,4
129_10,4
129_11,3
129_12,3
129_13,2
129_14,3
129_15,2
129_16,0
129_17,2
129_18,0
129_19,0
130_0,19
130_1,18
130_2,17
130_3,6
130_4,4
130_5,13
130_6,5
130_7,7
130_8,11
130_9,5
130_10,8
130_11,3
130_12,0
130_13,0
130_14,1
130_15,4
130_16,2
130_17,0
130_18,1
130_19,0
131_0,18
131_1,13
131_2,8
131_3,15
131_4,12
131_5,14
131_6,6
131_7,11
131_8,5
131_9,6
131_10,4
131_11,5
131_12,5
131_13,0
131_14,3
131_15,4
131_16,1
131_17,1
131_18,1
131_19,0
132_0,13
132_1,15
132_2,0
132_3,14
132_4,8
132_5,7
132_6,12
132_7,1
132_8,1
132_9,4
132_10,9
132_11,5
132_12,0
132_13,2
132_14,0
132_15,0
132_16,0
132_17,1
132_18,0
132_19,0
133_0,16
133_1,12
133_2,3
133_3,0
133_4,9
133_5,14
133_6,9
133_7,7
133_8,10
133_9,10
133_10,3
133_11,2
133_12,6
133_13,2
133_14,5
133_15,3
133_16,3
133_17,1
133_18,1
133_19,0
134_0,13
134_1,5
134_2,2
134_3,1
134_4,0
134_5,2
134_6,8
134_7,3
134_8,7
134_9,5
134_10,6
134_11,7
134_12,7
134_13,4
134_14,5
134_15,2
134_16,3
134_17,2
134_18,0
134_19,0
135_0,19
135_1,10
135_2,6
135_3,10
135_4,7
135_5,2
135_6,13
135_7,0
135_8,11
135_9,9
135_10,9
135_11,8
135_12,7
135_13,0
135_14,2
135_15,4
135_16,0
135_17,1
135_18,0
135_19,0
136_0,18
136_1,12
136_2,9
136_3,9
136_4,5
136_5,8
136_6,9
136_7,5
136_8,10
136_9,5
136_10,9
136_11,7
136_12,7
136_13,5
136_14,0
136_15,0
136_16,0
136_17,1
136_18,1
136_19,0
137_0,4
137_1,1
137_2,0
137_3,15
137_4,14
137_5,9
137_6,12
137_7,10
137_8,10
137_9,5
137_10,6
137_11,4
137_12,5
137_13,2
137_14,3
137_15,0
137_16,0
137_17,2
137_18,1
137_19,0
138_0,3
138_1,0
138_2,16
138_3,11
138_4,9
138_5,13
138_6,10
138_7,9
138_8,8
138_9,8
138_10,9
138_11,2
138_12,2
138_13,5
138_14,4
138_15,0
138_16,0
138_17,0
138_18,0
138_19,0
139_0,4
139_1,4
139_2,17
139_3,15
139_4,10
139_5,12
139_6,12
139_7,10
139_8,0
139_9,1
139_10,0
139_11,0
139_12,3
139_13,4
139_14,4
139_15,1
139_16,2
139_17,2
139_18,1
139_19,0
140_0,14
140_1,17
140_2,17
140_3,15
140_4,11
140_5,14
140_6,9
140_7,2
140_8,4
140_9,6
140_10,1
140_11,1
140_12,4
140_13,0
140_14,3
140_15,3
140_16,3
140_17,2
140_18,0
140_19,0
141_0,2
141_1,6
141_2,3
141_3,2
141_4,3
141_5,13
141_6,11
141_7,8
141_8,10
141_9,9
141_10,9
141_11,4
141_12,5
141_13,0
141_14,2
141_15,0
141_16,0
141_17,2
141_18,1
141_19,0
142_0,14
142_1,4
142_2,9
142_3,2
142_4,10
142_5,12
142_6,0
142_7,0
142_8,3
142_9,8
142_10,9
142_11,7
142_12,7
142_13,3
142_14,3
142_15,3
142_16,1
142_17,1
142_18,1
142_19,0
143_0,0
143_1,9
143_2,10
143_3,5
143_4,4
143_5,2
143_6,2
143_7,4
143_8,2
143_9,10
143_10,5
143_11,4
143_12,4
143_13,2
143_14,0
143_15,1
143_16,2
143_17,0
143_18,0
143_19,0
144_0,1
144_1,9
144_2,7
144_3,2
144_4,4
144_5,3
144_6,9
144_7,6
144_8,9
144_9,10
144_10,9
144_11,6
144_12,7
144_13,0
144_14,0
144_15,1
144_16,3
144_17,1
144_18,1
144_19,0
145_0,19
145_1,17
145_2,14
145_3,15
145_4,11
145_5,4
145_6,8
145_7,1
145_8,2
145_9,2
145_10,3
145_11,3
145_12,1
145_13,2
145_14,0
145_15,0
145_16,1
145_17,0
145_18,0
145_19,0
146_0,1
146_1,1
146_2,11
146_3,0
146_4,14
146_5,0
146_6,5
146_7,4
146_8,9
146_9,10
146_10,3
146_11,7
146_12,0
146_13,5
146_14,5
146_15,2
146_16,0
146_17,1
146_18,1
146_19,0
147_0,2
147_1,0
147_2,5
147_3,3
147_4,13
147_5,3
147_6,3
147_7,11
147_8,9
147_9,4
147_10,6
147_11,7
147_12,4
147_13,2
147_14,3
147_15,3
147_16,2
147_17,2
147_18,1
147_19,0
148_0,10
148_1,9
148_2,14
148_3,16
148_4,15
148_5,8
148_6,10
148_7,2
148_8,5
148_9,1
148_10,5
148_11,3
148_12,7
148_13,0
148_14,3
148_15,3
148_16,0
148_17,0
148_18,0
148_19,0
149_0,0
149_1,18
149_2,14
149_3,15
149_4,1
149_5,13
149_6,13
149_7,2
149_8,10
149_9,6
149_10,3
149_11,7
149_12,4
149_13,4
149_14,5
149_15,2
149_16,1
149_17,0
149_18,1
149_19,0
150_0,10
150_1,16
150_2,15
150_3,15
150_4,8
150_5,11
150_6,13
150_7,12
150_8,11
150_9,1
150_10,4
150_11,0
150_12,1
150_13,1
150_14,1
150_15,4
150_16,1
150_17,0
150_18,0
150_19,0
151_0,3
151_1,17
151_2,3
151_3,4
151_4,2
151_5,11
151_6,9
151_7,11
151_8,9
151_9,0
151_10,9
151_11,6
151_12,2
151_13,2
151_14,4
151_15,2
151_16,2
151_17,0
151_18,0
151_19,0
152_0,18
152_1,14
152_2,14
152_3,6
152_4,7
152_5,9
152_6,9
152_7,10
152_8,10
152_9,7
152_10,9
152_11,2
152_12,7
152_13,0
152_14,0
152_15,0
152_16,3
152_17,0
152_18,1
152_19,0
153_0,12
153_1,14
153_2,4
153_3,1
153_4,8
153_5,7
153_6,4
153_7,10
153_8,9
153_9,9
153_10,7
153_11,1
153_12,1
153_13,0
153_14,1
153_15,3
153_16,1
153_17,2
153_18,0
153_19,0
154_0,15
154_1,14
154_2,4
154_3,8
154_4,1
154_5,13
154_6,4
154_7,1
154_8,11
154_9,7
154_10,7
154_11,8
154_12,5
154_13,0
154_14,5
154_15,4
154_16,0
154_17,1
154_18,0
154_19,0
155_0,7
155_1,9
155_2,10
155_3,13
155_4,11
155_5,6
155_6,12
155_7,4
155_8,2
155_9,2
155_10,9
155_11,6
155_12,0
155_13,2
155_14,2
155_15,1
155_16,0
155_17,2
155_18,0
155_19,0
156_0,7
156_1,15
156_2,7
156_3,13
156_4,12
156_5,11
156_6,4
156_7,1
156_8,4
156_9,10
156_10,9
156_11,8
156_12,6
156_13,3
156_14,0
156_15,2
156_16,0
156_17,0
156_18,1
156_19,0
157_0,15
157_1,16
157_2,8
157_3,7
157_4,14
157_5,0
157_6,13
157_7,0
157_8,11
157_9,4
157_10,2
157_11,7
157_12,4
157_13,0
157_14,2
157_15,2
157_16,1
157_17,1
157_18,1
157_19,0
158_0,4
158_1,9
158_2,8
158_3,4
158_4,12
158_5,13
158_6,6
158_7,4
158_8,9
158_9,6
158_10,1
158_11,0
158_12,1
158_13,2
158_14,3
158_15,1
158_16,3
158_17,2
158_18,1
158_19,0
159_0,2
159_1,0
159_2,6
159_3,12
159_4,4
159_5,1
159_6,10
159_7,12
159_8,11
159_9,6
159_10,9
159_11,8
159_12,7
159_13,1
159_14,5
159_15,0
159_16,0
159_17,1
159_18,1
159_19,0
160_0,2
160_1,0
160_2,11
160_3,10
160_4,4
160_5,13
160_6,8
160_7,6
160_8,11
160_9,8
160_10,5
160_11,5
160_12,4
160_13,2
160_14,2
160_15,4
160_16,1
160_17,1
160_18,1
160_19,0
161_0,10
161_1,7
161_2,7
161_3,5
161_4,5
161_5,2
161_6,0
161_7,3
161_8,5
161_9,5
161_10,5
161_11,5
161_12,6
161_13,2
161_14,0
161_15,3
161_16,0
161_17,1
161_18,1
161_19,0
162_0,18
162_1,13
162_2,14
162_3,0
162_4,8
162_5,0
162_6,12
162_7,1
162_8,11
162_9,5
162_10,2
162_11,3
162_12,0
162_13,0
162_14,2
162_15,3
162_16,0
162_17,2
162_18,1
162_19,0
163_0,16
163_1,2
163_2,12
163_3,9
163_4,0
163_5,5
163_6,2
163_7,9
163_8,8
163_9,8
163_10,5
163_11,8
163_12,7
163_13,5
163_14,4
163_15,0
163_16,1
163_17,2
163_18,0
163_19,0
164_0,3
164_1,0
164_2,2
164_3,0
164_4,3
164_5,13
164_6,13
164_7,12
164_8,3
164_9,10
164_10,5
164_11,5
164_12,5
164_13,6
164_14,0
164_15,3
164_16,0
164_17,1
164_18,1
164_19,0
165_0,19
165_1,1
165_2,0
165_3,10
165_4,5
165_5,11
165_6,12
165_7,5
165_8,11
165_9,3
165_10,7
165_11,4
165_12,3
165_13,3
165_14,3
165_15,3
165_16,0
165_17,0
165_18,0
165_19,0
166_0,4
166_1,2
166_2,0
166_3,11
166_4,3
166_5,4
166_6,6
166_7,2
166_8,10
166_9,3
166_10,3
166_11,6
166_12,7
166_13,5
166_14,2
166_15,0
166_16,1
166_17,1
166_18,1
166_19,0
167_0,6
167_1,13
167_2,8
167_3,16
167_4,14
167_5,13
167_6,1
167_7,0
167_8,6
167_9,10
167_10,6
167_11,4
167_12,3
167_13,4
167_14,2
167_15,3
167_16,2
167_17,2
167_18,1
167_19,0
168_0,11
168_1,8
168_2,17
168_3,15
168_4,4
168_5,11
168_6,13
168_7,4
168_8,5
168_9,9
168_10,8
168_11,7
168_12,4
168_13,0
168_14,0
168_15,4
168_16,0
168_17,0
168_18,1
168_19,0
169_0,10
169_1,1
169_2,3
169_3,9
169_4,15
169_5,5
169_6,13
169_7,11
169_8,3
169_9,10
169_10,9
169_11,3
169_12,7
169_13,6
169_14,5
169_15,0
169_16,2
169_17,1
169_18,1
169_19,0
170_0,15
170_1,14
170_2,2
170_3,15
170_4,15
170_5,9
170_6,4
170_7,4
170_8,7
170_9,7
170_10,8
170_11,6
170_12,6
170_13,5
170_14,0
170_15,0
170_16,0
170_17,1
170_18,1
170_19,0
171_0,19
171_1,18
171_2,0
171_3,2
171_4,0
171_5,13
171_6,13
171_7,12
171_8,7
171_9,10
171_10,8
171_11,2
171_12,1
171_13,3
171_14,0
171_15,3
171_16,0
171_17,0
171_18,0
171_19,0
172_0,2
172_1,0
172_2,1
172_3,0
172_4,13
172_5,13
172_6,8
172_7,8
172_8,7
172_9,6
172_10,6
172_11,8
172_12,6
172_13,4
172_14,5
172_15,0
172_16,0
172_17,0
172_18,1
172_19,0
173_0,5
173_1,17
173_2,12
173_3,11
173_4,10
173_5,14
173_6,1
173_7,0
173_8,6
173_9,8
173_10,9
173_11,7
173_12,2
173_13,6
173_14,4
173_15,0
173_16,3
173_17,0
173_18,1
173_19,0
174_0,15
174_1,1
174_2,15
174_3,13
174_4,13
174_5,14
174_6,12
174_7,1
174_8,8
174_9,3
174_10,3
174_11,1
174_12,2
174_13,0
174_14,4
174_15,3
174_16,1
174_17,0
174_18,0
174_19,0
175_0,1
175_1,9
175_2,1
175_3,16
175_4,6
175_5,14
175_6,7
175_7,6
175_8,7
175_9,10
175_10,8
175_11,5
175_12,6
175_13,6
175_14,4
175_15,1
175_16,3
175_17,1
175_18,1
175_19,0
176_0,18
176_1,16
176_2,13
176_3,3
176_4,1
176_5,5
176_6,8
176_7,5
176_8,10
176_9,6
176_10,8
176_11,6
176_12,0
176_13,6
176_14,3
176_15,1
176_16,0
176_17,0
176_18,0
176_19,0
177_0,3
177_1,0
177_2,14
177_3,2
177_4,2
177_5,9
177_6,10
177_7,7
177_8,6
177_9,4
177_10,4
177_11,3
177_12,6
177_13,0
177_14,3
177_15,1
177_16,2
177_17,2
177_18,1
177_19,0
178_0,3
178_1,18
178_2,11
178_3,11
178_4,3
178_5,0
178_6,2
178_7,7
178_8,4
178_9,9
178_10,4
178_11,5
178_12,4
178_13,0
178_14,4
178_15,1
178_16,3
178_17,0
178_18,0
178_19,0
179_0,14
179_1,13
179_2,1
179_3,1
179_4,12
179_5,13
179_6,8
179_7,11
179_8,6
179_9,10
179_10,1
179_11,1
179_12,0
179_13,0
179_14,0
179_15,2
179_16,3
179_17,1
179_18,1
179_19,0
180_0,8
180_1,3
180_2,5
180_3,2
180_4,15
180_5,7
180_6,0
180_7,5
180_8,11
180_9,9
180_10,7
180_11,0
180_12,5
180_13,3
180_14,3
180_15,0
180_16,0
180_17,1
180_18,1
180_19,0
181_0,18
181_1,18
181_2,17
181_3,16
181_4,9
181_5,8
181_6,0
181_7,4
181_8,0
181_9,9
181_10,9
181_11,8
181_12,7
181_13,5
181_14,0
181_15,1
181_16,1
181_17,1
181_18,1
181_19,0
182_0,3
182_1,1
182_2,17
182_3,6
182_4,0
182_5,14
182_6,0
182_7,3
182_8,7
182_9,2
182_10,0
182_11,0
182_12,1
182_13,3
182_14,1
182_15,0
182_16,3
182_17,0
182_18,1
182_19,0
183_0,17
183_1,17
183_2,4
183_3,4
183_4,15
183_5,4
183_6,1
183_7,0
183_8,3
183_9,6
183_10,3
183_11,8
183_12,4
183_13,4
183_14,1
183_15,2
183_16,2
183_17,0
183_18,1
183_19,0
184_0,2
184_1,3
184_2,0
184_3,11
184_4,15
184_5,10
184_6,13
184_7,4
184_8,4
184_9,8
184_10,9
184_11,6
184_12,6
184_13,6
184_14,0
184_15,4
184_16,3
184_17,2
184_18,0
184_19,0
185_0,19
185_1,4
185_2,3
185_3,11
185_4,13
185_5,11
185_6,2
185_7,9
185_8,11
185_9,10
185_10,6
185_11,7
185_12,3
185_13,5
185_14,0
185_15,1
185_16,1
185_17,0
185_18,1
185_19,0
186_0,2
186_1,17
186_2,17
186_3,9
186_4,10
186_5,14
186_6,2
186_7,2
186_8,6
186_9,6
186_10,5
186_11,5
186_12,1
186_13,0
186_14,2
186_15,2
186_16,0
186_17,0
186_18,0
186_19,0
187_0,9
187_1,2
187_2,4
187_3,15
187_4,15
187_5,6
187_6,1
187_7,12
187_8,6
187_9,10
187_10,8
187_11,8
187_12,3
187_13,5
187_14,0
187_15,4
187_16,0
187_17,0
187_18,0
187_19,0
188_0,12
188_1,16
188_2,15
188_3,4
188_4,13
188_5,8
188_6,13
188_7,12
188_8,2
188_9,4
188_10,8
188_11,1
188_12,3
188_13,0
188_14,1
188_15,2
188_16,0
188_17,2
188_18,0
188_19,0
189_0,19
189_1,8
189_2,7
189_3,4
189_4,2
189_5,5
189_6,3
189_7,11
189_8,10
189_9,9
189_10,7
189_11,7
189_12,5
189_13,4
189_14,0
189_15,0
189_16,3
189_17,1
189_18,0
189_19,0
190_0,4
190_1,9
190_2,8
190_3,11
190_4,8
190_5,6
190_6,4
190_7,5
190_8,7
190_9,7
190_10,6
190_11,6
190_12,6
190_13,5
190_14,0
190_15,3
190_16,0
190_17,0
190_18,0
190_19,0
191_0,9
191_1,17
191_2,10
191_3,15
191_4,5
191_5,0
191_6,11
191_7,11
191_8,10
191_9,8
191_10,8
191_11,7
191_12,3
191_13,0
191_14,3
191_15,0
191_16,0
191_17,0
191_18,1
191_19,0
192_0,8
192_1,11
192_2,9
192_3,12
192_4,14
192_5,12
192_6,2
192_7,7
192_8,11
192_9,5
192_10,9
192_11,8
192_12,4
192_13,0
192_14,5
192_15,0
192_16,0
192_17,2
192_18,0
192_19,0
193_0,10
193_1,9
193_2,15
193_3,4
193_4,8
193_5,9
193_6,13
193_7,12
193_8,11
193_9,2
193_10,3
193_11,8
193_12,6
193_13,6
193_14,0
193_15,4
193_16,0
193_17,0
193_18,0
193_19,0
194_0,1
194_1,1
194_2,15
194_3,16
194_4,15
194_5,12
194_6,9
194_7,6
194_8,5
194_9,9
194_10,8
194_11,7
194_12,7
194_13,5
194_14,0
194_15,0
194_16,3
194_17,0
194_18,1
194_19,0
195_0,0
195_1,4
195_2,0
195_3,6
195_4,8
195_5,4
195_6,4
195_7,12
195_8,9
195_9,9
195_10,9
195_11,7
195_12,2
195_13,5
195_14,4
195_15,0
195_16,0
195_17,1
195_18,0
195_19,0
196_0,19
196_1,4
196_2,0
196_3,8
196_4,5
196_5,14
196_6,13
196_7,12
196_8,3
196_9,3
196_10,9
196_11,8
196_12,5
196_13,5
196_14,1
196_15,2
196_16,2
196_17,1
196_18,1
196_19,0
197_0,8
197_1,12
197_2,15
197_3,12
197_4,13
197_5,0
197_6,0
197_7,12
197_8,3
197_9,2
197_10,6
197_11,6
197_12,0
197_13,5
197_14,5
197_15,0
197_16,2
197_17,2
197_18,0
197_19,0
198_0,18
198_1,9
198_2,9
198_3,15
198_4,9
198_5,14
198_6,9
198_7,5
198_8,10
198_9,4
198_10,3
198_11,6
198_12,7
198_13,0
198_14,3
198_15,0
198_16,0
198_17,2
198_18,0
198_19,0
199_0,12
199_1,0
199_2,14
199_3,1
199_4,1
199_5,12
199_6,5
199_7,4
199_8,4
199_9,10
199_10,8
199_11,6
199_12,7
199_13,6
199_14,3
199_15,0
199_16,0
199_17,2
199_18,0
199_19,0
200_0,12
200_1,11
200_2,10
200_3,16
200_4,15
200_5,14
200_6,1
200_7,10
200_8,6
200_9,2
200_10,7
200_11,5
200_12,4
200_13,6
200_14,5
200_15,0
200_16,0
200_17,0
200_18,1
200_19,0
201_0,14
201_1,4
201_2,12
201_3,6
201_4,5
201_5,4
201_6,7
201_7,11
201_8,10
201_9,4
201_10,9
201_11,5
201_12,6
201_13,5
201_14,0
201_15,3
201_16,0
201_17,1
201_18,1
201_19,0
202_0,8
202_1,7
202_2,2
202_3,16
202_4,14
202_5,14
202_6,4
202_7,11
202_8,9
202_9,5
202_10,9
202_11,8
202_12,4
202_13,4
202_14,1
202_15,1
202_16,1
202_17,2
202_18,1
202_19,0
203_0,6
203_1,11
203_2,4
203_3,16
203_4,8
203_5,13
203_6,2
203_7,0
203_8,1
203_9,0
203_10,8
203_11,8
203_12,7
203_13,1
203_14,1
203_15,0
203_16,2
203_17,0
203_18,0
203_19,0
204_0,19
204_1,18
204_2,17
204_3,12
204_4,11
204_5,10
204_6,4
204_7,7
204_8,11
204_9,1
204_10,0
204_11,1
204_12,3
204_13,5
204_14,1
204_15,2
204_16,0
204_17,0
204_18,1
204_19,0
205_0,18
205_1,17
205_2,16
205_3,16
205_4,8
205_5,8
205_6,12
205_7,12
205_8,1
205_9,1
205_10,0
205_11,8
205_12,3
205_13,1
205_14,1
205_15,1
205_16,2
205_17,2
205_18,0
205_19,0
206_0,9
206_1,9
206_2,5
206_3,13
206_4,14
206_5,7
206_6,6
206_7,12
206_8,7
206_9,8
206_10,8
206_11,6
206_12,5
206_13,0
206_14,0
206_15,3
206_16,0
206_17,2
206_18,0
206_19,0
207_0,10
207_1,0
207_2,12
207_3,9
207_4,0
207_5,1
207_6,9
207_7,7
207_8,8
207_9,9
207_10,9
207_11,4
207_12,4
207_13,1
207_14,1
207_15,1
207_16,2
207_17,2
207_18,1
207_19,0
208_0,10
208_1,10
208_2,8
208_3,8
208_4,3
208_5,12
208_6,12
208_7,11
208_8,10
208_9,6
208_10,9
208_11,5
208_12,6
208_13,1
208_14,1
208_15,3
208_16,1
208_17,2
208_18,1
208_19,0
209_0,19
209_1,14
209_2,6
209_3,4
209_4,5
209_5,13
209_6,12
209_7,12
209_8,11
209_9,10
209_10,0
209_11,6
209_12,3
209_13,2
209_14,2
209_15,4
209_16,1
209_17,0
209_18,0
209_19,0
210_0,17
210_1,3
210_2,1
210_3,0
210_4,11
210_5,13
210_6,10
210_7,12
210_8,4
210_9,2
210_10,8
210_11,7
210_12,4
210_13,3
210_14,2
210_15,2
210_16,3
210_17,2
210_18,0
210_19,0
211_0,10
211_1,8
211_2,15
211_3,14
211_4,3
211_5,9
211_6,13
211_7,12
211_8,0
211_9,6
211_10,1
211_11,8
211_12,4
211_13,0
211_14,0
211_15,0
211_16,2
211_17,2
211_18,1
211_19,0
212_0,1
212_1,0
212_2,13
212_3,3
212_4,13
212_5,7
212_6,11
212_7,8
212_8,10
212_9,9
212_10,7
212_11,8
212_12,7
212_13,5
212_14,1
212_15,4
212_16,2
212_17,2
212_18,1
212_19,0
213_0,6
213_1,4
213_2,5
213_3,12
213_4,12
213_5,6
213_6,1
213_7,0
213_8,0
213_9,5
213_10,8
213_11,7
213_12,7
213_13,6
213_14,4
213_15,2
213_16,1
213_17,2
213_18,0
213_19,0
214_0,16
214_1,16
214_2,12
214_3,7
214_4,4
214_5,13
214_6,10
214_7,8
214_8,8
214_9,9
214_10,8
214_11,1
214_12,3
214_13,2
214_14,1
214_15,0
214_16,2
214_17,2
214_18,1
214_19,0
215_0,4
215_1,2
215_2,15
215_3,15
215_4,6
215_5,12
215_6,12
215_7,4
215_8,9
215_9,8
215_10,4
215_11,6
215_12,4
215_13,3
215_14,3
215_15,1
215_16,1
215_17,2
215_18,1
215_19,0
216_0,6
216_1,14
216_2,2
216_3,0
216_4,14
216_5,12
216_6,12
216_7,6
216_8,11
216_9,8
216_10,5
216_11,7
216_12,4
216_13,2
216_14,2
216_15,4
216_16,0
216_17,1
216_18,1
216_19,0
217_0,19
217_1,1
217_2,10
217_3,8
217_4,5
217_5,8
217_6,7
217_7,2
217_8,10
217_9,3
217_10,9
217_11,7
217_12,7
217_13,5
217_14,0
217_15,0
217_16,1
217_17,1
217_18,1
217_19,0
218_0,10
218_1,16
218_2,4
218_3,0
218_4,9
218_5,5
218_6,4
218_7,3
218_8,6
218_9,6
218_10,9
218_11,7
218_12,0
218_13,2
218_14,0
218_15,2
218_16,0
218_17,1
218_18,0
218_19,0
219_0,1
219_1,16
219_2,3
219_3,14
219_4,9
219_5,2
219_6,13
219_7,10
219_8,10
219_9,10
219_10,9
219_11,6
219_12,4
219_13,5
219_14,0
219_15,1
219_16,2
219_17,1
219_18,1
219_19,0
220_0,13
220_1,2
220_2,8
220_3,12
220_4,2
220_5,3
220_6,7
220_7,4
220_8,2
220_9,2
220_10,9
220_11,7
220_12,6
220_13,0
220_14,1
220_15,3
220_16,3
220_17,2
220_18,1
220_19,0
221_0,15
221_1,14
221_2,17
221_3,13
221_4,11
221_5,5
221_6,1
221_7,0
221_8,5
221_9,6
221_10,9
221_11,0
221_12,4
221_13,3
221_14,3
221_15,4
221_16,1
221_17,1
221_18,1
221_19,0
222_0,1
222_1,17
222_2,9
222_3,9
222_4,7
222_5,13
222_6,13
222_7,10
222_8,9
222_9,5
222_10,4
222_11,7
222_12,1
222_13,6
222_14,0
222_15,3
222_16,0
222_17,0
222_18,0
222_19,0
223_0,17
223_1,17
223_2,7
223_3,8
223_4,6
223_5,12
223_6,11
223_7,2
223_8,6
223_9,10
223_10,7
223_11,3
223_12,7
223_13,0
223_14,0
223_15,2
223_16,1
223_17,1
223_18,1
223_19,0
224_0,11
224_1,13
224_2,11
224_3,11
224_4,3
224_5,5
224_6,5
224_7,0
224_8,0
224_9,2
224_10,2
224_11,3
224_12,0
224_13,1
224_14,3
224_15,0
224_16,3
224_17,1
224_18,1
224_19,0
225_0,13
225_1,13
225_2,7
225_3,6
225_4,7
225_5,6
225_6,9
225_7,8
225_8,6
225_9,3
225_10,9
225_11,8
225_12,5
225_13,5
225_14,0
225_15,0
225_16,0
225_17,0
225_18,0
225_19,0
226_0,17
226_1,13
226_2,12
226_3,6
226_4,7
226_5,4
226_6,5
226_7,6
226_8,6
226_9,1
226_10,1
226_11,0
226_12,1
226_13,0
226_14,0
226_15,0
226_16,3
226_17,2
226_18,1
226_19,0
227_0,0
227_1,1
227_2,17
227_3,15
227_4,15
227_5,9
227_6,7
227_7,6
227_8,2
227_9,7
227_10,8
227_11,6
227_12,3
227_13,2
227_14,1
227_15,2
227_16,2
227_17,2
227_18,1
227_19,0
228_0,11
228_1,18
228_2,7
228_3,4
228_4,4
228_5,13
228_6,2
228_7,11
228_8,11
228_9,9
228_10,7
228_11,8
228_12,3
228_13,0
228_14,2
228_15,0
228_16,0
228_17,2
228_18,1
228_19,0
229_0,17
229_1,17
229_2,12
229_3,7
229_4,5
229_5,7
229_6,10
229_7,12
229_8,8
229_9,3
229_10,5
229_11,0
229_12,0
229_13,0
229_14,2
229_15,3
229_16,2
229_17,0
229_18,0
229_19,0
230_0,14
230_1,17
230_2,17
230_3,5
230_4,2
230_5,14
230_6,2
230_7,0
230_8,7
230_9,3
230_10,6
230_11,4
230_12,4
230_13,3
230_14,5
230_15,0
230_16,3
230_17,0
230_18,0
230_19,0
231_0,6
231_1,4
231_2,11
231_3,7
231_4,15
231_5,2
231_6,0
231_7,11
231_8,7
231_9,3
231_10,4
231_11,5
231_12,6
231_13,5
231_14,1
231_15,0
231_16,2
231_17,2
231_18,0
231_19,0
232_0,14
232_1,2
232_2,2
232_3,6
232_4,15
232_5,6
232_6,13
232_7,9
232_8,11
232_9,3
232_10,8
232_11,1
232_12,1
232_13,3
232_14,2
232_15,0
232_16,2
232_17,2
232_18,0
232_19,0
233_0,4
